,text,label,label_text
347,gugup menanti waktuwaktu penuh berkah di hari suci yang tinggal sebentar lagi,0,anticipation
348,hitung mundur mulai sekarang  tinggal beberapa hari lagi,0,anticipation
349,nginjek ludah di lantai halte bus,2,disgust
350,nginjek kotoran anjing pas lagi main di taman,2,disgust
351,rasanya setiap langkah terasa lebih berat sejak dia gak ada,5,sadness
352,pengkhianatan ini bikin aku ngerasa gak ada lagi yang bisa aku percaya di dunia ini,5,sadness
353,rasa percaya ini adalah dasar dari segala sesuatu yang kita bangun bersama,7,trust
354,kepercayaan ini adalah anugerah yang tidak ternilai,7,trust
355,aku tahu kamu akan selalu membimbingku dengan cara yang benar,7,trust
356,perasaan ini gak bisa dijelaskan cuma terasa hampa,5,sadness
357,rasanya senang banget buat menyelesaikan puzzle keping,0,anticipation
358,setiap langkah yang kita ambil menunjukkan betapa kuatnya rasa percaya ini,7,trust
359,setiap momen bersamamu membuatku semakin yakin pada hubungan ini,7,trust
360,aku gak tau kapan aku bisa percaya lagi setelah dikhianati seperti ini,5,sadness
361,marah banget karena buku ini terlalu banyak filler yang tidak penting,1,anger
362,tidak ngerti kenapa ada orang yang tidak pernah cuci tangan setelah makan,2,disgust
363,rasanya ingin tahu sekarang juga apakah semuanya akan berjalan lancar,0,anticipation
364,terkadang dunia ini gak memberi ruang bagi orang yang jujur dan tulus,5,sadness
365,aku takut tidak akan pernah bisa menemukan kedamaian dalam hidup ini,3,fear
366,kesel maksimal tidak pernah punya waktu cukup buat ngejalanin hobiku,1,anger
367,aku muak dengan cara orang ini tidak menghargai lingkungan sekitarnya,2,disgust
368,serius  bau mulut orang di sebelah bikin aku ingin pindah tempat,2,disgust
369,kepercayaan ini memberi arti baru pada setiap tindakan kita,7,trust
370,gak pernah nyangka hubungan yang kita bangun bertahuntahun bisa hancur secepat ini,5,sadness
371,mengedit video vlog bikin aku merasa puas dan bahagia,4,joy
372,takut kehilangan semangat hidup padahal masih banyak hal yang ingin aku capai,3,fear
373,aku tidak bisa berhenti memikirkan segala kemungkinan buruk yang bisa terjadi,3,fear
374,aku merasa jijik dengan cara orang ini terusmenerus merokok di depan umum,2,disgust
375,marah banget karena lapangan pekerjaan makin susah didapat banyak pengangguran,1,anger
376,kesel banget karena game ini tidak pernah memberikan reward yang layak buat effort,1,anger
377,tidak sabar buat gabung sama komunitas hiking akhir pekan ini,0,anticipation
378,gugup setiap kali memikirkan apa yang akan terjadi besok,0,anticipation
379,setiap kata yang kamu ucapkan selalu membuatku merasa tenang,7,trust
380,rasanya bahagia bisa bangun pagi dengan perasaan segar dan siap menghadapi hari,4,joy
381,marah banget karena kamu tidak pernah mengakui kesalahanmu,1,anger
382,aku yakin kita bisa melewati semua ini karena kita saling percaya,7,trust
383,marah banget target yang diberikan terlalu tinggi dan tidak mungkin dicapai,1,anger
384,takut banget sama semua ini rasanya tidak tahu lagi harus bagaimana,3,fear
385,tidak tahan lagi sama frustrasi yang datang setiap kali mau ngelanjutin hobiku,1,anger
386,marah banget karena setiap kali mau fokus sama hobiku ada aja yang mengganggu,1,anger
387,aku percaya kita bisa menghadapi setiap tantangan yang ada di depan,7,trust
388,nemu puntung rokok di gelas kopi,2,disgust
389,udah kasih yang terbaik tapi tetap aja gak berhasil,5,sadness
390,aku bahagia karena bisa makan makanan tradisional yang lezat,4,joy
391,aku takut kehilangan semuanya rasanya seperti sedang berada di tepi jurang,3,fear
392,tidak bisa konsentrasi karena terus mikirin momen besar yang semakin dekat,0,anticipation
393,tidak habis pikir kenapa hidup selalu kasih cobaan bertubitubi,1,anger
394,aku merasa sangat takut setiap kali harus memulai sesuatu yang baru,3,fear
395,rasanya bahagia ketika bisa menikmati waktu sendiri untuk merenung dan beristirahat,4,joy
396,rasa kaget ini muncul ketika melihat bagaimana pemerintah mengabaikan aspirasi rakyat,6,surprise
397,nginjek tai ayam pas lagi jalan di kampung,2,disgust
398,gak ada lagi senyuman ibu yang selalu bikin tenang di harihariku,5,sadness
399,bekerja dengan rekanrekan yang menyenangkan bikin aku merasa sangat bahagia,4,joy
400,rasanya bahagia banget bisa membuka skin baru di game battle royale,4,joy
401,rasanya mau langsung lompat ke besok biar tahu hasilnya,0,anticipation
402,setiap keputusan yang kita buat adalah hasil dari kepercayaan ini,7,trust
403,aku merasa sangat puas bisa menikmati makanan dengan porsi yang pas,4,joy
404,gugup tiap detik karena nunggu kabar yang sangat penting,0,anticipation
405,tibatiba dapat undangan untuk acara besar yang tidak aku harapkan,6,surprise
406,rasanya dunia ini gak pernah adil buat orangorang yang gak punya apaapa,5,sadness
407,mengerjakan tugas dalam waktu yang singkat tapi efektif bikin aku merasa bahagia,4,joy
408,ingin langsung lompat ke besok biar rasa penasaran ini cepat selesai,0,anticipation
409,aku takut masa depan rasanya tidak ada yang pasti sekarang,3,fear
410,aku merasa bahagia banget ketika bisa menyelesaikan pekerjaan lebih awal,4,joy
411,gak ada yang lebih kejam daripada dunia yang melupakan kebaikan,5,sadness
412,tidak habis pikir kenapa aku selalu dapat tim yang tidak kompak di mode multiplayer,1,anger
413,rasa takut ini seperti terus menghantui setiap saat bahkan ketika aku mencoba rileks,3,fear
414,melihat ketidakadilan terjadi di depan mata bikin hati ini gak tenang,5,sadness
415,ingin banget ada yang sayang tanpa harus aku minta terus,5,sadness
416,bermain tenis dengan temanteman bikin aku merasa bahagia,4,joy
417,tibatiba merasa terinspirasi oleh keuletan orang yang berharga dalam hidupku,6,surprise
418,takut buat mencoba lagi karena takut gagal seperti sebelumnya,3,fear
419,setiap kali aku pikir aku sudah siap hidup memberikan kejutan yang bikin kaget,6,surprise
420,semakin dekat deadline semakin tidak sabar buat lihat hasilnya,0,anticipation
421,marah banget karena buku ini terlalu repetitif tidak ada perkembangan yang signifikan,1,anger
422,ketika bertemu orang baru yang membawa kebaikan aku merasa kasih tuhan menyertai,6,surprise
423,tidak bisa fokus sama yang lain karena pikiran terus ke hal yang aku tunggutunggu,0,anticipation
424,aku merasa bahagia karena bisa belajar hal baru yang aku minati,4,joy
425,tidak tahan lagi sama plot hole yang ada di sepanjang buku ini,1,anger
426,aku merasa sangat takut setiap kali harus menghadapi masa depan,3,fear
427,gak nyangka bisa melihat rencana untuk mengadakan acara komunitas akhirnya terwujud,6,surprise
428,kebahagiaan itu adalah ketika bisa merasakan ketenangan hati di tengah hiruk pikuk kehidupan,4,joy
429,ketika mendengar bahwa fasilitas umum tidak terawat dan diabaikan oleh pemerintah,6,surprise
430,setiap tindakanmu selalu menunjukkan betapa besarnya rasa percayaku padamu,7,trust
431,tidak habis pikir kenapa aku selalu harus melakukan pekerjaan yang bukan bagianku,1,anger
432,kenapa ya orang masih buang sampah di sungai bikin jijik banget,2,disgust
433,kebahagiaan adalah saat melihat langit malam yang penuh bintang,4,joy
434,aku bahagia karena bisa menyelesaikan deadline kerja dengan hasil yang memuaskan,4,joy
435,semua terasa hampa sejak kepergiannya,5,sadness
436,tidak sabar buat menjalani puasa dan ibadah di hari suci yang akan datang,0,anticipation
437,setiap keputusan yang kamu buat selalu didasari oleh rasa cinta,7,trust
438,rasanya ingin cepat menjalani hari penuh doa dan refleksi ini,0,anticipation
439,tidak sabar buat berbagi kebahagiaan dan pengampunan di hari suci yang akan datang,0,anticipation
440,merasa tenang karena tahu kamu selalu bisa diandalkan dalam situasi sulit,7,trust
441,aku merasa bahagia ketika bisa menyelesaikan semua pekerjaan sebelum tenggat waktu,4,joy
442,rasanya takut kalau keputusan ini benerbener bisa mengubah hidupku,3,fear
443,bahagia itu ketika bisa mendengarkan cerita lucu dari sahabat yang bikin tertawa,4,joy
444,marah banget karena setiap kali aku coba memperbaiki hidup selalu ada masalah baru yang muncul,1,anger
445,rasanya sakit banget ketika apa yang aku impikan gagal terwujud,5,sadness
446,aku tidak tahan sama kondisi kamar yang bau dan tidak pernah dibersihkan,2,disgust
447,aku percaya kamu akan terus berusaha yang terbaik untuk kita berdua,7,trust
448,kebahagiaan adalah ketika bisa berjalanjalan di alam bebas dan merasakan segarnya udara,4,joy
449,setiap pengalaman bersamamu mengajarkan arti sebenarnya dari kepercayaan,7,trust
450,tinggal beberapa hari lagi sampai momen yang paling aku tunggutunggu,0,anticipation
451,selalu memberikan yang terbaik buat orang lain tapi gak pernah dapat balasan yang sama,5,sadness
452,rasanya terjebak dalam lingkaran masalah keuangan yang gak ada ujungnya,5,sadness
453,aku yakin dengan keputusan yang kita ambil bersama karena kita saling percaya,7,trust
454,ingin banget tahu kejutan apa yang dia siapkan buat hari spesial kita,0,anticipation
455,setiap detik bersamamu membuatku semakin yakin pada hubungan ini,7,trust
456,rasanya bahagia bisa menyelesaikan tugas yang sempat tertunda berharihari,4,joy
457,kadang rasa takut itu datang tibatiba seperti ada yang salah tapi tidak tahu apa,3,fear
458,setiap momen bersamamu adalah pengingat betapa berharganya kepercayaan ini,7,trust
459,aku tahu kita bisa saling menguatkan dalam setiap situasi,7,trust
460,gak pernah nyangka akan dikhianati oleh orang yang aku anggap sahabat,5,sadness
461,kebahagiaan itu adalah ketika bisa makan makanan favorit setelah lama menantikannya,4,joy
462,takut bikin keputusan yang salah tapi kalau tidak coba mana tahu hasilnya,3,fear
463,tidak tahan lagi sama barang ini yang terusterusan bermasalah sejak dibeli,1,anger
464,setiap hari perasaan cemas ini semakin besar aku merasa tidak aman,3,fear
465,aku merasa bahagia ketika bisa menikmati momen bersama teman tanpa terburuburu,4,joy
466,setiap tindakanmu menunjukkan betapa berharganya kepercayaan ini,7,trust
467,aku merasa bersyukur bisa mempercayakan hidupku padamu,7,trust
468,tidak menyangka bahwa perlakuan orang bisa sekejam ini padahal aku hanya berusaha baik,6,surprise
469,tidak sabar buat merasakan ketenangan hati di hari yang penuh makna ini,0,anticipation
470,rasa takut selalu muncul setiap kali harus ambil keputusan penting,3,fear
471,rasa takut bikin aku selalu ragu buat melangkah lebih jauh,3,fear
472,rasanya gugup nunggu bahanbahan craft yang aku pesan sampai,0,anticipation
473,denger cerita orang tentang pengalaman joroknya,2,disgust
474,gak nyangka bisa membuat keputusan untuk berani jujur tentang perasaanku,6,surprise
475,kenapa ada orang yang ngebuang sampah di tempat umum bikin kesel dan jijik,2,disgust
476,marah banget karena hobi yang seharusnya bikin senang malah bikin stres,1,anger
477,aku yakin kita akan selalu menemukan cara untuk saling mendukung,7,trust
478,lihat sampah berserakan di trotoar bikin jijik,2,disgust
479,gugup setiap kali memikirkan bagaimana perubahan ini akan membawa pengaruh besar,0,anticipation
480,rasanya frustrasi karena keinginan yang aku punya selalu berakhir dengan kekecewaan,1,anger
481,kesel banget kenapa kerjaan aku selalu dicompare sama yang lain,1,anger
482,tidak habis pikir kenapa buku ini harus berakhir dengan cara yang terlalu klise dan mudah ditebak,1,anger
483,berlari di pagi hari sambil mendengarkan musik favorit bikin hati ini senang,4,joy
484,gak percaya betapa banyak hal baru yang aku pelajari setiap hari di kantor,6,surprise
485,tidak tahu kenapa tapi rasanya seperti ada sesuatu yang salah aku takut,3,fear
486,rasa takut ini begitu besar hingga aku merasa sulit untuk berpikir jernih,3,fear
487,semakin dekat dengan perubahan semakin senang tapi juga sedikit cemas,0,anticipation
488,setiap langkah kecil yang kita ambil adalah bentuk komitmen kita,7,trust
489,marah banget karena setiap kali aku berusaha hasilnya selalu gagal jauh dari keinginan,1,anger
490,jijik banget lihat orang yang tidak cuci tangan setelah makan,2,disgust
491,rasanya gak pernah siap kehilangan hubungan yang udah aku perjuangkan selama ini,5,sadness
492,jijik banget lihat lantai yang penuh dengan minyak bekas masakan,2,disgust
493,tidak sabar buat merasakan suasana spiritual yang sangat menenangkan di hari suci ini,0,anticipation
494,kesel banget karena kamu lebih peduli sama opini orang lain daripada aku,1,anger
495,kesel maksimal karena setiap kali aku berharap keinginan ini terwujud selalu ada yang menghalangi,1,anger
496,aku percaya kita akan menemukan jalan terbaik untuk hubungan ini,7,trust
497,setiap kali aku melihatmu aku merasa yakin bahwa kepercayaan ini tidak salah,7,trust
498,gugup setiap kali membayangkan hari besar yang akan segera tiba,0,anticipation
499,kadang mikir kenapa dunia ini begitu kejam pada orang yang berusaha baik,5,sadness
500,aku jijik banget lihat orang tidak cuci tangan sebelum makan,2,disgust
501,tidak ngerti kenapa orang masih buang sampah sembarangan di jalan,2,disgust
502,kesel banget dunia ini selalu memberi tempat bagi orang yang melakukan korupsi dan penindasan,1,anger
503,aku yakin kamu akan selalu ada saat aku membutuhkannya,7,trust
504,gak ada yang lebih menyakitkan daripada mengetahui orang yang kamu percayai justru menghancurkanmu,5,sadness
505,jijik banget lihat orang yang tidak peduli sama kebersihan dirinya,2,disgust
506,aku percaya kamu akan selalu membimbingku menuju yang terbaik,7,trust
507,ketakutan ini begitu besar hingga aku tidak bisa menjalani hidup dengan tenang,3,fear
508,bahagia itu ketika bisa menyaksikan sunset di pantai dengan angin yang sejuk,4,joy
509,aku merasa sangat jijik dengan cara orang ini memperlakukan keluarganya di tempat umum,2,disgust
510,marah banget karena udah capek banget tapi hasilnya tidak sesuai ekspektasi,1,anger
511,ngerasa kecewa sama diri sendiri kenapa semuanya salah terus,5,sadness
512,jijik lihat orang yang makan dengan tangan kotor tanpa mencuci tangan,2,disgust
513,bekerja dengan tim yang kompak bikin harihariku di kantor penuh kebahagiaan,4,joy
514,gak percaya ketika mendengar bahwa orang yang aku sayang telah berjuang keras,6,surprise
515,gak nyangka bahwa pekerjaan ini membawaku ke perjalanan hidup yang luar biasa,6,surprise
516,hari ini ngerasa gak ada yang peduli gak ada yang mengerti,5,sadness
517,marah banget karena konflik di buku ini tidak ada penyelesaiannya,1,anger
518,gak nyangka bisa merasakan kasih tuhan melalui setiap senyuman orang lain,6,surprise
519,aku tidak paham kenapa orang suka meludah di jalan bikin jijik banget,2,disgust
520,rasanya bahagia banget bisa mencoba resep kue baru di dapur,4,joy
521,aku tidak paham bagaimana orang bisa hidup di tempat sekotor ini,2,disgust
522,rasa takut ini membuatku merasa seperti tidak ada yang bisa aku percaya,3,fear
523,rasanya ingin cepat nyobain alat musik yang baru aku beli,0,anticipation
524,terkadang ngerasa putus asa gak tau lagi bagaimana cara buat bisa cukup uang buat keluarga,5,sadness
525,hargaharga naik tapi gaji gak nambah rasanya semakin terjepit,5,sadness
526,sering banget takut buat bilang tidak takut nanti orang tersinggung,3,fear
527,takut kalau yang aku lakukan tidak sesuai harapan terus semua jadi siasia,3,fear
528,setiap keputusan yang kamu buat selalu menunjukkan bahwa aku bisa percaya padamu,7,trust
529,ingin banget percaya lagi tapi pengkhianatan ini terlalu menyakitkan untuk dilupakan,5,sadness
530,gak percaya ketika aku mengambil keputusan untuk melakukan sesuatu yang berbeda dari biasanya,6,surprise
